Name,State,upto,Address,telephone/Mobile no.,Principal name 
GREEN VALLEY SR. SEC. SCHOOL TITOLI,HARYANA,"
Affiliated up to: 31/03/2021 
","V.& P.O. TITOLI,124005","0126,311060","
Head/Principal Name:Anju Lata
"
GREEN WOOD CONVENT,HARYANA,"
Affiliated up to: 31/03/2022 
","62 KM STONE MATHURA ROAD NEAR RAHRANA VILL, PALWAL DISTT, HARYANA,131001","1275,251303","
Head/Principal Name:LALITA SETH
"
GREENFIELD PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","PIPLI ROAD OPPOSITE SECTOR 7 KURUKSHETRA HARYANA,136118","1744,221875","
Head/Principal Name:Sarita Mehta
"
GREENFIELDS PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","VILLAGE SUNPED, POST OFFICE SAGARPUR,121004",",01294144510","
Head/Principal Name:MRS. SHWETA VATS
"
GREENLAND PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","VILL DATTAUR DISTT ROHTAK HARYANA,135001","0,9050141414","
Head/Principal Name:ROSY AHUJA
"
GREENLAND PUBLIC SCHOOL DARAR,HARYANA,"
Affiliated up to: 31/03/2026 
","INDRI ROAD KARNAL HARYANA,132001","0,0","
Head/Principal Name:NISHA GUPTA
"
GREENWOOD PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","HUDA SITE NO - 1, SEC - 9, GURGAON, HARYANA,122001","0124,4200807","
Head/Principal Name:Jyoti Sharma
"
GREENWOOD PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VPO BOHLA,131001",",9812005174","
Head/Principal Name:MR. MR. KAMALKANT
"
GROWELL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VPO.CHAIYA OLIYA PURKHAS ROAD SONIPAT,131001","0322,0130-2425025","
Head/Principal Name:Missneelam
"
GRV MODEL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","VIJAY NURSING HOME BUS STAND ROAD CHARKHI DADRI (BHARVI), DISTT. BHIWANI,127306",",9255008044","
Head/Principal Name:MR. DEEPAK SHARMA
"
GSSS BABAIN (2392),HARYANA,"
Affiliated up to: 31/03/2024 
","VPO BABAIN,136156",",01744280903","
Head/Principal Name:DR. SACHINDER KUMAR
"
GSSS KHAIRI,HARYANA,"
Affiliated up to: 31/03/2024 
","GOVT SEN SEC SCHOOL KHAIRI(2321),136131",",9896763134","
Head/Principal Name:MRS. SHABNAM
"
GULAB PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","AURANGADBAD TEHSIL HODAL DISTT PALWAL, HARYANA,131030","0,7027656526","
Head/Principal Name:DEVENDER CHAUHAN
"
GURGAON WORLD SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","VILLAGE-PAHARI, TEHSIL-PATAUDI, DISTT-GURGAON, HARYANA,123003","0124,2289277","
Head/Principal Name:Arpna Joshi
"
GURJAR KANYA VIDHYA MANDIR,HARYANA,"
Affiliated up to: 31/03/2025 
","VILL DEVDHAR, PO DEVDHARTEHSIL CHHACHHRAULIDISTT. YAMUNA NAGAR,135021","1735,283011","
Head/Principal Name:ms. poonam dhande
"
GURJOT PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","VILLAGE KHURCHANPUR, P.O. NANEOLA AMBALA CITY,134012","0171,2851478","
Head/Principal Name:DALJEET KAUR
"
GURU BRAHMANANAND SR. SEC. SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","V.P.O-UNTLA,DISTT-PANIPAT(HARYANA),132103",",01802566076","
Head/Principal Name:Mrs.sunita
"
GURU DRONACHARYA INTERNAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","SISWAL ROAD MANDI ADAMPUR,125052","1669,242424","
Head/Principal Name:Amita Grewal
"
GURU DRONACHARYA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VILL MANOHAR PUR SAFIDON ROAD JIND HARYANA,126102","1681,01681-236455","
Head/Principal Name:MRS. SANGEETA SHARMA
"
GURU DRONACHARYA SR.SEC.SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","V.P.O BHANGROLA DISTT-GURGAON HARYANA,122505",",9315437405","
Head/Principal Name:MR. JAIPAL YADAV
"
GURU GOBIND SINGH PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","6TH MILE STONE  ASSANDH ROAD VPO KHUKRANA DISTT PANIPAT HARYANA,132103","0180,2680074","
Head/Principal Name:Pooja Juneja
"
GURU HARKISHAN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2010 
","VILL SAHA JAGADHRI ROAD AMBALA CANTT HARYANA,133104","0171,3297406","
Head/Principal Name:MRS RATNA MALA RAO
"
GURU HARKRISHAN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","13-EXTENSION URBAN ESTATE KARNAL HARYANA,132001","0184,4030493","
Head/Principal Name:SAVITA KAPOOR
"
GURU NANAK ACADEMY,HARYANA,"
Affiliated up to: 31/03/2022 
","OPP. KAFED COMPLEX, DISTT FATEHABAD, HARYANA,125051","1697,251735","
Head/Principal Name:JASBIR KAUR
"
"GURU NANAK ACADEMY , KHARAK (KAITHAL)",HARYANA,"
Affiliated up to: 31/03/2022 
","KHARAK,136035","1743,9991457603,","
Head/Principal Name:MRS. KULWINDER KAUR
"
GURU NANAK DEV ACADEMY,HARYANA,"
Affiliated up to: 31/03/2026 
","VILL GUMTHALA GARHU PEHOWA DISTT KURUKSHETRA HARYANA,136218","1741,201178","
Head/Principal Name:Surat Singh Guraya
"
"GURU NANAK INTERNATIONAL ACADEMY, ABHOLI, TEHSIL RANIA, DISTT. SIRSA",HARYANA,"
Affiliated up to: 31/03/2024 
","VILLAGE ABHOLI,SIRSA ROAD, RANIADISTT. SIRSA,125076","1698,8901511434","
Head/Principal Name:MANJEET KAUR
"
GURU NANAK PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","GURU NANAK PUBLIC SCHOOL, BAHAWDIN, SIRSA, HARYANA,125054","0000,000000,","
Head/Principal Name:MRS. SUMAN BHATIA
"
"GURU NANAK SR.SEC. SCHOOL(G.N.INTERNATIONAL AVENUE)BHUNA ROAD,RATIA(FATEHABAD)HARYANA-125051",HARYANA,"
Affiliated up to: 31/03/2024 
","BHUNA ROAD,125051","1697,09812437327,","
Head/Principal Name:MR. GAGANDEEP SINGH
"
GURU NANAK VATIKA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","GURU NANAK VATIKA PUBLIC SCHOOL,ISMAILABAD, V.P.O. ISMAILABAD,136129",",8059900615","
Head/Principal Name:MRS. NISHI BAWEJA
"
GURU RAM DASS PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","VILLAGE PANA,POST OFFICE PIPLI, SIRSA, HARYANA,125201","1696,297198","
Head/Principal Name:VARINDER KAUR
"
GURU TEG BAHADUR KHALSA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","NANAKPURI COLONY , KHURANA ROAD,136027",",01746230026","
Head/Principal Name:Mr.SARABJEET SINGH
"
GURU TEG BAHADUR PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","MODEL TOWN KARNAL HARYANA,132001","0184,01842265532","
Head/Principal Name:MR. SUDERSHAN SHARMA
"
GURU TEGH BAHADUR SCHOOL,HARYANA,"
Affiliated up to: 31/03/2021 
","KUNDANAPUR ROAD, NEAR SECTOR-6, HANSI,125033",",01663-253044","
Head/Principal Name:MRS.JASPREET KAUR
"
GURUGRAM PUBLIC  SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","PLOT NO 5, SECTOR 55 SUSHANT LOK II GURGAON HARYANA,125033","0124,4373426","
Head/Principal Name:Vibha Madaan
"
GURUKUL,HARYANA,"
Affiliated up to: 31/03/2024 
","KURUKSHETRA HARYANA,132119","1744,238648","
Head/Principal Name:Shamsher Singh
"
GURUKUL,HARYANA,"
Affiliated up to: 31/03/2024 
","KISHANGARH GHASERA, BIKANER REWARI,123401","1274,247220","
Head/Principal Name:SATYAVRAT
"
GURUKUL HIGH SCHOOL BHAIYAPUR LADHOUT,HARYANA,"
Affiliated up to: 31/03/2025 
","BHAIYAPUR LADHOUT ROHTAK (HARYANA) 124001,124001","1262,217550","
Head/Principal Name:JAIVIR SINGH
"
GURUKUL SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","MATINDU, DISTT. SONEPAT, TEHSIL-KHARKHODA,SONEPAT HARYANA,131402","0130,999220662","
Head/Principal Name:JYOTI MALIK
"
GURUKUL TAKSHSHILA,HARYANA,"
Affiliated up to: 31/03/2024 
","VILLAGE AHMADPUR P.O. RASINA,136042",",07419192936","
Head/Principal Name:DR. SANT RAM
"
GURUKULAM GLOBAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VILL SINDHVI KHERA,126102",",9991982366","
Head/Principal Name:MR. JASMER SINGH BOORA
"
GURUKULAM THE SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","MASANI NEAR DHARUHERA DISTT REWARI HARYANA-123 401,123401","1274,203373","
Head/Principal Name:SHALU YADAV
"
GVM INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VILLAGE BAPAULI, TEH. BAPAULI, DISTT. PANIPAT-132104,132104",",9416152226","
Head/Principal Name:MRS. SONIA SETIA
"
GYAANANDA SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","SECTOR 109, DWARKA EXPRESSWAY,122017",",9999120192","
Head/Principal Name:DR. DEEPIKA RATHI
"
GYAN BHARTI PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VILLAGE INDERGARH PO INDRI,132041",",9896010790","
Head/Principal Name:MRS. RENU BALA
"
"GYAN BHARTI PUBLIC SCHOOL, ARDANA (KARNAL)",HARYANA,"
Affiliated up to: 31/03/2021 
","VILL. ARDANA (KARNAL),132039",",01842382560","
Head/Principal Name:Mr.KAILASH VERMA
"
GYAN DEEP SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SHEETALA COLONY, GURGAON,122001","0124,01242221749","
Head/Principal Name:MRS. DEEPIKA PRASHAR
"
"GYAN DEEP SR. SECONDARY  SCHOOL,",HARYANA,"
Affiliated up to: 31/03/2025 
","TEHA, GANAUR, DISTT. SONEPAT, HARYANA,131101","0130,01302460755","
Head/Principal Name:MR. SUNIL KUMAR
"
GYAN DEVI PUB SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SECTOR 17 GURGAON HARYANA,122001","0124,2342120","
Head/Principal Name:Ms. Vineeta Yadav
"
GYAN DEVI SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SECTOR-10, GURUGRAM, HARYANA,122001","0124,2212059","
Head/Principal Name:MRS. SHEENA YADAV
"
GYAN GANGA GLOBAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VILLAGE JAHARI, PURKHAS ROAD,131001","0130,09350044091,08607018811,","
Head/Principal Name:MRS. UMA IYER
"
"GYAN JYOTI HIGH SCHOOL, VPO MURADGARH (KARNAL)",HARYANA,"
Affiliated up to: 31/03/2024 
","VPO MURADGARH, TEH INDRI DISTT. KARNAL,132041","0184,2382123","
Head/Principal Name:SAHAB SINGH
"
"GYAN JYOTI PUBLIC SCHOOL, MANAK DIWAN, SIRSA",HARYANA,"
Affiliated up to: 31/03/2022 
","GYAN JYOTI PUBLIC SCHOOL, VILLAGE- MANAK DIWAN, SIRSA,125110",",9466085791","
Head/Principal Name:MR. VINOD KUMAR
"
GYAN JYOTI VIDYA MANDIR PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","VPO MORTHALA DISTT KURUKSEHTRA,136156",",9813275100","
Head/Principal Name:MR. NEELAM
"
GYANDEEP PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SECTOR 7 URBAN ESTATE KURUKSHETRA HARYANA,136118","1744,225921","
Head/Principal Name:SUSHMA GARG
"
GYANDEEP SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VILLAGE-MOHANPURPOST OFFICE-MOHANPUR TEHSIL-BAWALDISTT-REWARIPIN CODE-123401,123401",",8222013446","
Head/Principal Name:MRS. SHASHI BALA
"
H D PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VILL & PO BIROHAR JHAJJAR HARYANA,124106","8059,923555","
Head/Principal Name:DR RASHMI PAULASTYA
"
H D SR SEC PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VILL KHERI MEHAM DISTT ROHTAK HARYANA,124112","1257,233381","
Head/Principal Name:JAI PRAKASH
"
H D SR SEC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SALHAWAS DISTT JHAJJAR HARYANA,124146","1251,276040","
Head/Principal Name:Hitesh Paulastya
"
H R GREEN FIELD HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","BADLI ROAD JHAJJAR HARYANA,124103","1251,8199888670","
Head/Principal Name:MR. MOHINDER SINGH
"
H. D. PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","BAHU AKBARPUR, DISTT ROHTAK, HARYANA,124001","1257,8222845008","
Head/Principal Name:DULAL DEB
"
H. D. PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","V & PO BALAND DISTT. ROHTAK (HARYANA),124029","0162,8607777123","
Head/Principal Name:J K BHOI
"
H.C. MEMORIAL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","PIPLI LADWA ROAD,136131","1744,282281","
Head/Principal Name:RITU SHARMA
"
H.M. SR. SEC. SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SHEETLA COLONY,122001","0124,2223838","
Head/Principal Name:Ms. neena g singh
"
H.N. MODEL SR. SEC. SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","V.P.O. SANGA,127309","1664,214733","
Head/Principal Name:Prymbada
"
"HAKEEM HARBANS SINGH NEW ERA SENIOR SECONDARY SCHOOL, SANTNAGAR",HARYANA,"
Affiliated up to: 31/03/2023 
","VPO- SANTNAGAR, TEHSIL RANIA, DISTT. SIRSA, HARYANA,125075","1698,274130","
Head/Principal Name:JAGDEV KAUR
"
HALLMARK PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","SEC-15,,134112","0172,2593994","
Head/Principal Name:Kavita Wadhwa
"
HALWASIYA VIDYA VIHAR SR SEC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","ROHTAK GATE BHIWANI HARYANA,125021","1664,252162","
Head/Principal Name:DR RAMAKANT SHARMA
"
HANSRAJ PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","SECTOR-6 PANCHKULA HARYANA,134109","0172,2573800","
Head/Principal Name:JAYA BHARDWAJ
"
HAPPY CHILD HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","GARHI BRAHAMNAN MAHALANA ROAD SONIPAT HARYANA,131001","0130,2220781","
Head/Principal Name:SUDESH RANI
"
HAPPY CHILD INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VILLAGE PANCHI GUJRAN TEHSIL GANAUR,131101",",8929938000","
Head/Principal Name:MRS. VINITA
"
HAPPY EVERGREEN SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","DULANA ROAD, MOHINDERGARH, HARYANA,123029","1285,22934","
Head/Principal Name:HANUMAN PRASAD
"
HAPPY SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","JIND HARYANA,126102","1681,257443","
Head/Principal Name:gurminder kaur
"
HAPPY SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","RAILWAY STATION KOSLIDISTT-REWARI,123302","1259,275038","
Head/Principal Name:BIMLA  DEVI
"
HARDAYAL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","NAJAFGARH ROAD BAHADURGARH, DISTT JHAJJAR HARYANA,124507","1276,210309","
Head/Principal Name:MANJU SHARMA
"
HARE KRISHNA INTERNATIONAL SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","GARHI CHAJJU ROAD,SAMALKHA,132101","0180,9812574008","
Head/Principal Name:MRS. PUSHP KUMARI
"
HARE KRISHNA WORLD SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","ASHRAM HARI MANDIR,PATAUDI,122503","0124,0124-2672504,","
Head/Principal Name:MRS. SEEMA BHATEJA
"
HARI OM SHIV OM PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","CHHOTA BANS RADAUR DISTT YAMUNA NAGAR HARYANA,135133","1732,645188","
Head/Principal Name:SUNAINA  MALIK
"
HARI SINGH PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","HARI SINGH PUBLIC SCHOOL,123401","1274,222710","
Head/Principal Name:ANIL MUKHIJA
"
HARITIMA ACADEMY,HARYANA,"
Affiliated up to: 31/03/2022 
","HARITIMA ACADEMY, SEC.3,  TEH. BALLABGARH, DISTT. FARIDABAD, HARYANA 121004,121004",",0129-2245057","
Head/Principal Name:MRS. POONAM
"
HARKISHAN MEMORIAL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","SONIPAT ROAD OPP.SPORTS STADIUM ROHTAK HARYANA,124001","1262,262476","
Head/Principal Name:RANI DEVI
"
HARSH INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","8TH MILE STONE, HANSI ROAD, VILLAGE RAJPURA,126102",",1681282222","
Head/Principal Name:MR. RAJESH SHARMA
"
HARYANA MODEL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SECTOR-10 PANCHKULA DISTT. PANCHKULA HARYANA,132001","0172,2561742","
Head/Principal Name:SWARN SHARMA
"
HARYANA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","NANGAL CHOUDHARY ROAD, DISTT MAHINDERGARH, HARYANA,123001","1282,253458","
Head/Principal Name:NIDHI VERMA
"
HARYANA SR. SEC. SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","RSMPURA ROAD, SAFIDON JINND,,126112","1686,262539","
Head/Principal Name:USHA RANI GOSWAMI
"
HAZARI SINGH MEMORIAL (HSM) INTERNATIONAL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VILL. PATHRI, TEH-ISRANA, DIST. PANIPAT,132103","0180,2390064","
Head/Principal Name:MANISHA
"
HERITAGE GLOBAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VILL- DHAUJ, BALLABHGARH-SOHNA  ROAD,121004","0129,09891017678","
Head/Principal Name:MRS. RAKHI VERMA
"
HERITAGE INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","KHURANA ROAD, KAITHAL,136027",",01746231555","
Head/Principal Name:MADHU BHALLA
"
HERITAGE PUBLIC SR. SEC. SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VILLAGE- MOHANPUR, PO- RASULPUR, BLOCK- KANINA, DISTRICT- MAHINDERGARH, 123027,123027","1285,232678","
Head/Principal Name:KRISHAN SINGH
"
HERITAGE SCHOOL OF LEARNING,HARYANA,"
Affiliated up to: 31/03/2026 
","VILLAGE MANGAWAS ,TEH.-BERI, DISTT.-JHAJJARHARYANA 124201,124201",",9896338026","
Head/Principal Name:MR. NAVEEN KUMAR
"
HERITAGE XPERIENTIAL LEARNING SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","SECTOR-62, GURUGRAM,122011","0124,2855124","
Head/Principal Name:Neena Kaul
"
HERMANN GEMEINER SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SOS ENCLAVE SECTOR-29 FARIDABAD HARYANA,121003","0129,4088575","
Head/Principal Name:SUBRATA KUNDU
"
HIMALAYA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","G T ROAD BY PASS P.O.BOX 117 KARNAL HARYANA,132001","0184,9996020760","
Head/Principal Name:Gurbakhsh Kaur
"
HIMALAYA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2020 
","PEHOWA MINOR PEHOWA DISTT KURUKSHETRA HARYANA,132118","0788,01744-2855411","
Head/Principal Name:SUNIL KUMAR ARORA
"
HIMALAYA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","ASSANDH KARNAL,132039",",9896118006","
Head/Principal Name:MRS. PUSHPINDER KAUR
"
HIMGIRI PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","BEHOLI ROAD SAMALKHA DISTT PANIPAT HARYANA,132101","0180,9053005225","
Head/Principal Name:MR. PRAMOD RATHI
"
HIMGIRI PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2014 
","SECTOR-10A, BADSHAHPUR, GURGAON,122101",",0124-6523263","
Head/Principal Name:Deepika Kathuria
"
HINDU HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","LADWA, DISTT KURUKSHETRA,136132",",9816005121","
Head/Principal Name:MR. RAJESH SAINI
"
HINDU PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","OPP. PUNCHMUKHI BALA JI MANDIR NH-65, HISAR TO RAJGARH ROAD, V.P.O. CHOUDHARYWAS,125001","1662,260707","
Head/Principal Name:PRAVEEN KUMAR
"
HINDU PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","JAGADHRI DT. YAMUNA NAGAR HARYANA,135003","1732,226417","
Head/Principal Name:RAKSHA GARG
"
HINDU RAO SR SEC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","KHURAMPUR MUSHEDPUR BUS STAND P.O FARRUKHNAGAR TEH FARRUKNAGAR DISTT-GURUGRAM HARYANA 122506,122506",",9813718694","
Head/Principal Name:MRS. PUSHP LATA
"
HINDU SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","NEW COURT ROAD BEHIND PANCHAYAT ASHRAM SONIPAT HARYANA,131001","0130,2221444","
Head/Principal Name:SHAMMI SAXENA
"
HINDU SR. SEC. SCHOOL HANSI,HARYANA,"
Affiliated up to: 31/03/2025 
","SISAI ROAD HANSI,125033","1663,256989","
Head/Principal Name:ANIL KUMAR
"
HINDU VIDYA NIKETAN,HARYANA,"
Affiliated up to: 31/03/2024 
","WARD NO -12,PANDIT MOHALLA,122107",",9050153072","
Head/Principal Name:MR. PRITHVI RAJ KAUSHAL
"
HINDU VIDYAPEETH,HARYANA,"
Affiliated up to: 31/03/2024 
","KATHMANDI SONIPAT HARYANA,131001","0130,2245849","
Head/Principal Name:Soni Rudra
"
HITKARI VIDYA MANDIR,HARYANA,"
Affiliated up to: 31/03/2022 
","VPO MANDOLA,127306","1250,9355312465,","
Head/Principal Name:MR. RAJPAL PHOGAT
"
HOLY ANGELS SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","DABRA ROAD HISAR HARYANA,125005","91,8222860360","
Head/Principal Name:DINESH MEHTA
"
HOLY CHILD PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SECTOE 29 FARIDABAD HARYANA,121002","0129,2500060","
Head/Principal Name:RUPALI
"
HOLY CHILD PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","REWARI HARYANA,123401","1274,253005","
Head/Principal Name:MONIKA KHANNA
"
HOLY CHILD PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","BLOCK-S, SECTOR-75, GREATER FARIDABAD,121004",",9540324040","
Head/Principal Name:MRS. VANDANA BHATIA
"
HOLY CHILD SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","MORNI ROAD BAIRWALA PANCHKULA HARYANA,134109","0173,9915282622","
Head/Principal Name:MRS. SUNITA GANGAHAR
"
HOLY CHILD SEC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","NARENDER NAGAR, SONEPAT, HARYANA,131001","0130,9729709484","
Head/Principal Name: MALLIKA
"
HOLY CHILD SR. SEC. SCHOOL HISAR,HARYANA,"
Affiliated up to: 31/03/2023 
","SURYA NAGAR HISAR,125001",",9254311704","
Head/Principal Name:Mr. RAJ PAL SINGH SINDHU
"
HOLY CROSS SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","VILLAGE-BAGHRU,131022",",9996419060","
Head/Principal Name:MRS. NEETU JAGGA
"
HOLY FAMILY CONVENT SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","GOHANA, PANIPAT RAOD, P.O. GOHANA, DISTT SONEPAT, HARYANA-131301,131301","1263,211476","
Head/Principal Name:Baby C O
"
HOLY FIELD MODEL SR. SEC. SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","HOLY FIELD MODEL SR. SEC. SCHOOL ,JIND ROAD ,NARNAUND (HISSAR),125039","1662,8813951677","
Head/Principal Name:JAGAT RAM SHARMA
"
HOLY HEART HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VIJAY NAGAR NEAR U/E JIND HARYANA,134002","1681,245242","
Head/Principal Name:Ramesh Chander Gaur
"
HOLY MISSION SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SAIDUPUR ROAD,NEAR D.A.V.COLLEGE,SADHAURA,133204",",01735270410","
Head/Principal Name:Mr.RAJEEV KUMAR SINGH
"
HOLY MOTHER PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","KANSEPUR RATAULI ROAD YAMUNA NAGAR HARYANA,135001","1732,01732251765","
Head/Principal Name:MRS. MONIKA
"
HOLY WISDOM CONVENT SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","LAHLI RATIA, FATEHABAD,HARYANA-125051,125051","91,01697-278201,","
Head/Principal Name:MRS. NAVJOT
"
HOMERTON GRAMMAR SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","SECTOR - 21 A BARKHAL ROAD FARIDABAD HARYANA,121002","0129,4100297","
Head/Principal Name:Archana Dogra
"
HPS SR. SEC. SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","HPS SR. SEC. SCHOOLMANDI DABWALI,125104","1668,229327","
Head/Principal Name:Ramesh Kumar
"
I B (L) PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","I B SCHOOL LANE G T ROAD PANIPAT HARYANA,132103","0180,4005654","
Head/Principal Name:GEETA RATHI
"
I D DAV PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SECTOR 14 HISSAR HARYANA,125001","1662,01662285259","
Head/Principal Name:MRS. SUNITA BEHL
"
I.P.S. SR. SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2012 
","BAPORA, BHIWANI, HARYANA.,127021",",01664-210799","
Head/Principal Name:Shiv Kumar
"
IDEAL INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SINGHANI,127201","1252,207700","
Head/Principal Name:Anil Kumar
"
IDEAL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","PLOT NO.: 5, JAGMAL ENCLAVE, AGWANPUR, FARIDABAD, HARYANA - 121013,121013",",9717401974","
Head/Principal Name:MISS RASHMI BHARTI
"
